video_path,label
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\14_01__hugging_happy__0S0NS5C6.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\09__kitchen_pan.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\23__talking_angry_couch.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\04__kitchen_still.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\24__talking_angry_couch.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\20_21__walk_down_hall_angry__ZCB5OMEW.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\21_25__outside_talking_pan_laughing__2R46UX3R.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\16__walking_outside_cafe_disgusted.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\02_15__walk_down_hall_angry__TN2CWM3K.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\08__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\19__walk_down_hall_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\07__kitchen_still.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\07__outside_talking_pan_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\24__kitchen_still.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\28__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\01_04__walking_down_street_outside_angry__GBC7ZGDP.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\26__walk_down_hall_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\16_08__hugging_happy__8Q7JCS95.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\03__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\03__hugging_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\26_06__podium_speech_happy__L5BVR5L9.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\09_26__talking_against_wall__C3K20JOL.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\17__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\09_21__talking_angry_couch__Z8H2TRCI.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\07__walk_down_hall_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\26_04__talking_against_wall__WX836VLY.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\25_12__walking_outside_cafe_disgusted__G26LG5N7.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\15_02__talking_angry_couch__I8G2LWD1.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\01__walking_outside_cafe_disgusted.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\04__podium_speech_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\03__talking_angry_couch.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\14_03__exit_phone_room__0O9TTCJT.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\15_20__kitchen_pan__99NHTFBM.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\18__walking_outside_cafe_disgusted.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\03_07__podium_speech_happy__6PHZRQ4H.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\25_11__podium_speech_happy__JX0SAMTC.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\15_21__hugging_happy__87WSBJP3.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\20__walking_down_street_outside_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\25__outside_talking_pan_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\28__outside_talking_pan_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\17__walking_down_street_outside_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\15_14__outside_talking_still_laughing__RNHLLKSQ.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\01__exit_phone_room.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\10__podium_speech_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\18_26__walking_down_street_outside_angry__UMEX6HWU.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\14__kitchen_still.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\13_02__walking_down_street_outside_angry__2YSYT2N3.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\12_15__secret_conversation__RK17XFJ9.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\26_25__talking_against_wall__PQ41U3IJ.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\27__walk_down_hall_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\12_13__kitchen_still__BFH4F0N8.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\01_03__podium_speech_happy__480LQD1C.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\05__talking_against_wall.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\03_18__podium_speech_happy__22UBC0BS.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\27__walking_and_outside_surprised.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\20_26__kitchen_pan__34DJQS3E.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\22__walking_outside_cafe_disgusted.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\06__kitchen_pan.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\14_13__outside_talking_pan_laughing__KMQ3AW6A.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\24_19__outside_talking_pan_laughing__59PN7WZ2.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\12__hugging_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\01_20__walk_down_hall_angry__FW94AIMJ.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\16__kitchen_still.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\17__exit_phone_room.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\22__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\15_14__walking_and_outside_surprised__OMLZILK3.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\17__podium_speech_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\17__walking_and_outside_surprised.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\04__walk_down_hall_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\18_14__kitchen_still__A5A1Q467.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\04_11__outside_talking_still_laughing__JRQWOV1G.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\03_18__secret_conversation__32DBR8L4.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\02_01__exit_phone_room__YVGY8LOK.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\09_13__walk_down_hall_angry__BVZGDFD8.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\01__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\21_09__walk_down_hall_angry__WBPEX4CU.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\14__hugging_happy.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\22__walking_down_indoor_hall_disgust.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\03_14__exit_phone_room__H0VQHGS3.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\01_11__hugging_happy__P06JKA75.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\07__talking_against_wall.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\23_10__secret_conversation__CU6SNBFZ.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\25__outside_talking_still_laughing.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\20_25__hugging_happy__RSCD7KXO.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\09_02__walking_down_street_outside_angry__6KUOFMZW.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\23__kitchen_pan.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\24__walking_outside_cafe_disgusted.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\14_18__walking_down_indoor_hall_disgust__0YRBHIKG.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\25_27__walk_down_hall_angry__GNIMW95Z.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\16__kitchen_pan.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\11__secret_conversation.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\16_08__walking_down_indoor_hall_disgust__8Q7JCS95.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\03_15__walking_and_outside_surprised__OY4I7ZU8.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\01__kitchen_pan.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\03__walking_down_street_outside_angry.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\14_07__walk_down_hall_angry__P9QFO50U.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\24__exit_phone_room.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\02__meeting_serious.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\18_20__outside_talking_pan_laughing__8BMQOD7S.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\06_03__hugging_happy__4I8LRXWF.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\13_03__walking_outside_cafe_disgusted__GBYWJW06.mp4,fake
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\22__talking_against_wall.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_original sequences\06__walking_and_outside_surprised.mp4,real
C:\Users\Tanish Garg\.cache\kagglehub\datasets\sanikatiwarekar\deep-fake-detection-dfd-entire-original-dataset\DFD_manipulated_sequences\02_18__walking_and_outside_surprised__B95S4G6F.mp4,fake
